id,count,sequence_id,date,start_date,end_date
47,4,20231011041x,2023-10-11,04:17:56,04:17:56
48,1,20231011041x,2023-10-11,04:17:57,04:17:57
49,3,20231011041x,2023-10-11,04:17:58,04:17:58
50,0,20231011041x,2023-10-11,04:17:59,04:17:59
51,1,20231011041x,2023-10-11,04:18:00,04:18:00
52,2,20231011041x,2023-10-11,04:18:01,04:18:01
53,1,20231011041x,2023-10-11,04:18:02,04:18:02
54,0,20231011041x,2023-10-11,04:18:03,04:18:03
55,3,20231011041x,2023-10-11,04:18:04,04:18:04
56,1,20231011041x,2023-10-11,04:18:05,04:18:05
57,2,20231011041x,2023-10-11,04:18:06,04:18:06
58,2,20231011041x,2023-10-11,04:18:07,04:18:07
59,2,20231011041x,2023-10-11,04:18:08,04:18:08
60,2,20231011041x,2023-10-11,04:18:09,04:18:09
61,1,20231011041x,2023-10-11,04:18:10,04:18:10
62,2,20231011041x,2023-10-11,04:18:11,04:18:11
63,1,20231011041x,2023-10-11,04:18:12,04:18:12
64,3,20231011041x,2023-10-11,04:18:13,04:18:13
65,2,20231011041x,2023-10-11,04:18:14,04:18:14
66,2,20231011041x,2023-10-11,04:18:15,04:18:15
67,2,20231011041x,2023-10-11,04:18:16,04:18:16
68,2,20231011041x,2023-10-11,04:18:17,04:18:17
69,0,20231011041x,2023-10-11,04:18:18,04:18:18
70,1,20231011041x,2023-10-11,04:18:19,04:18:19
71,4,20231011041x,2023-10-11,04:18:20,04:18:20
72,2,20231011041x,2023-10-11,04:18:21,04:18:21
73,1,20231011041x,2023-10-11,04:18:22,04:18:22
74,3,20231011041x,2023-10-11,04:18:23,04:18:23
75,2,20231011041x,2023-10-11,04:18:24,04:18:24
76,1,20231011041x,2023-10-11,04:18:25,04:18:25
77,4,20231011041x,2023-10-11,04:18:26,04:18:26
78,0,20231011041x,2023-10-11,04:18:27,04:18:27
79,4,20231011041x,2023-10-11,04:18:28,04:18:28
80,1,20231011041x,2023-10-11,04:18:29,04:18:29
81,2,20231011041x,2023-10-11,04:18:30,04:18:30
82,2,20231011041x,2023-10-11,04:18:31,04:18:31
83,1,20231011041x,2023-10-11,04:18:32,04:18:32
84,2,20231011041x,2023-10-11,04:18:33,04:18:33
85,1,20231011041x,2023-10-11,04:18:34,04:18:34
86,2,20231011041x,2023-10-11,04:18:35,04:18:35
87,2,20231011041x,2023-10-11,04:18:36,04:18:36
88,1,20231011041x,2023-10-11,04:18:37,04:18:37
89,1,20231011041x,2023-10-11,04:18:38,04:18:38
90,3,20231011041x,2023-10-11,04:18:39,04:18:39
91,1,20231011041x,2023-10-11,04:18:40,04:18:40
92,2,20231011041x,2023-10-11,04:18:41,04:18:41
93,1,20231011041x,2023-10-11,04:18:42,04:18:42
94,3,20231011041x,2023-10-11,04:18:43,04:18:43
95,1,20231011041x,2023-10-11,04:18:44,04:18:44
96,1,20231011041x,2023-10-11,04:18:45,04:18:45
97,2,20231011041x,2023-10-11,04:18:46,04:18:46
98,1,20231011041x,2023-10-11,04:18:47,04:18:47
99,3,20231011041x,2023-10-11,04:18:48,04:18:48
100,1,20231011041x,2023-10-11,04:18:49,04:18:49
101,1,20231011041x,2023-10-11,04:18:50,04:18:50
102,2,20231011041x,2023-10-11,04:18:51,04:18:51
103,1,20231011041x,2023-10-11,04:18:52,04:18:52
104,0,20231011041x,2023-10-11,04:18:53,04:18:53
105,2,20231011041x,2023-10-11,04:18:54,04:18:54
106,1,20231011041x,2023-10-11,04:18:55,04:18:55
107,1,20231011041x,2023-10-11,04:18:56,04:18:56
108,2,20231011041x,2023-10-11,04:18:57,04:18:57
109,0,20231011041x,2023-10-11,04:18:58,04:18:58
110,0,20231011041x,2023-10-11,04:18:59,04:18:59
111,3,20231011041x,2023-10-11,04:19:00,04:19:00
112,2,20231011041x,2023-10-11,04:19:01,04:19:01
113,0,20231011041x,2023-10-11,04:19:02,04:19:02
114,2,20231011041x,2023-10-11,04:19:03,04:19:03
115,1,20231011041x,2023-10-11,04:19:04,04:19:04
116,1,20231011041x,2023-10-11,04:19:05,04:19:05
117,3,20231011041x,2023-10-11,04:19:06,04:19:06
118,1,20231011041x,2023-10-11,04:19:07,04:19:07
119,3,20231011041x,2023-10-11,04:19:08,04:19:08
120,1,20231011041x,2023-10-11,04:19:09,04:19:09
121,1,20231011041x,2023-10-11,04:19:10,04:19:10
122,0,20231011041x,2023-10-11,04:19:11,04:19:11
123,1,20231011041x,2023-10-11,04:19:12,04:19:12
124,3,20231011041x,2023-10-11,04:19:13,04:19:13
125,1,20231011041x,2023-10-11,04:19:14,04:19:14
126,1,20231011041x,2023-10-11,04:19:15,04:19:15
127,3,20231011041x,2023-10-11,04:19:16,04:19:16
128,0,20231011041x,2023-10-11,04:19:17,04:19:17
129,1,20231011041x,2023-10-11,04:19:19,04:19:19
130,3,20231011041x,2023-10-11,04:19:20,04:19:20
131,1,20231011041x,2023-10-11,04:19:21,04:19:21
132,1,20231011041x,2023-10-11,04:19:22,04:19:22
133,3,20231011041x,2023-10-11,04:19:23,04:19:23
134,1,20231011041x,2023-10-11,04:19:24,04:19:24
135,3,20231011041x,2023-10-11,04:19:25,04:19:25
136,2,20231011041x,2023-10-11,04:19:26,04:19:26
137,1,20231011041x,2023-10-11,04:19:27,04:19:27
138,2,20231011041x,2023-10-11,04:19:28,04:19:28
139,2,20231011041x,2023-10-11,04:19:29,04:19:29
140,2,20231011041x,2023-10-11,04:19:30,04:19:30
141,1,20231011041x,2023-10-11,04:19:31,04:19:31
142,1,20231011041x,2023-10-11,04:19:32,04:19:32
143,2,20231011041x,2023-10-11,04:19:33,04:19:33
144,2,20231011041x,2023-10-11,04:19:34,04:19:34
145,2,20231011041x,2023-10-11,04:19:35,04:19:35
146,2,20231011041x,2023-10-11,04:19:36,04:19:36
147,1,20231011041x,2023-10-11,04:19:37,04:19:37
148,3,20231011041x,2023-10-11,04:19:38,04:19:38
149,1,20231011041x,2023-10-11,04:19:39,04:19:39
150,0,20231011041x,2023-10-11,04:19:40,04:19:40
151,3,20231011041x,2023-10-11,04:19:41,04:19:41
152,1,20231011041x,2023-10-11,04:19:42,04:19:42
153,3,20231011041x,2023-10-11,04:19:43,04:19:43
154,1,20231011041x,2023-10-11,04:19:44,04:19:44
155,0,20231011041x,2023-10-11,04:19:45,04:19:45
156,3,20231011041x,2023-10-11,04:19:46,04:19:46
157,1,20231011041x,2023-10-11,04:19:47,04:19:47
158,2,20231011041x,2023-10-11,04:19:48,04:19:48
159,2,20231011041x,2023-10-11,04:19:49,04:19:49
160,1,20231011041x,2023-10-11,04:19:50,04:19:50
161,1,20231011041x,2023-10-11,04:19:51,04:19:51
162,1,20231011041x,2023-10-11,04:19:52,04:19:52
163,2,20231011041x,2023-10-11,04:19:53,04:19:53
164,1,20231011041x,2023-10-11,04:19:54,04:19:54
165,1,20231011041x,2023-10-11,04:19:55,04:19:55
166,2,20231011041x,2023-10-11,04:19:56,04:19:56
167,1,20231011041x,2023-10-11,04:19:57,04:19:57
168,1,20231011041x,2023-10-11,04:19:58,04:19:58
169,0,20231011041x,2023-10-11,04:19:59,04:19:59
170,1,20231011042x,2023-10-11,04:20:00,04:20:00
171,0,20231011042x,2023-10-11,04:20:01,04:20:01
172,2,20231011042x,2023-10-11,04:20:02,04:20:02
173,1,20231011042x,2023-10-11,04:20:03,04:20:03
174,2,20231011042x,2023-10-11,04:20:04,04:20:04
175,1,20231011042x,2023-10-11,04:20:05,04:20:05
176,1,20231011042x,2023-10-11,04:20:06,04:20:06
177,2,20231011042x,2023-10-11,04:20:07,04:20:07
178,0,20231011042x,2023-10-11,04:20:08,04:20:08
179,1,20231011042x,2023-10-11,04:20:09,04:20:09
180,2,20231011042x,2023-10-11,04:20:10,04:20:10
181,1,20231011042x,2023-10-11,04:20:11,04:20:11
182,0,20231011042x,2023-10-11,04:20:12,04:20:12
183,1,20231011042x,2023-10-11,04:20:13,04:20:13
184,2,20231011042x,2023-10-11,04:20:14,04:20:14
185,1,20231011042x,2023-10-11,04:20:15,04:20:15
186,2,20231011042x,2023-10-11,04:20:16,04:20:16
187,1,20231011042x,2023-10-11,04:20:17,04:20:17
188,2,20231011042x,2023-10-11,04:20:18,04:20:18
189,2,20231011042x,2023-10-11,04:20:19,04:20:19
190,1,20231011042x,2023-10-11,04:20:20,04:20:20
191,2,20231011042x,2023-10-11,04:20:21,04:20:21
192,1,20231011042x,2023-10-11,04:20:22,04:20:22
193,1,20231011042x,2023-10-11,04:20:23,04:20:23
194,3,20231011042x,2023-10-11,04:20:24,04:20:24
195,1,20231011042x,2023-10-11,04:20:25,04:20:25
196,3,20231011042x,2023-10-11,04:20:26,04:20:26
197,1,20231011042x,2023-10-11,04:20:27,04:20:27
198,2,20231011042x,2023-10-11,04:20:28,04:20:28
199,1,20231011042x,2023-10-11,04:20:29,04:20:29
200,1,20231011042x,2023-10-11,04:20:30,04:20:30
201,2,20231011042x,2023-10-11,04:20:31,04:20:31
202,1,20231011042x,2023-10-11,04:20:32,04:20:32
203,1,20231011042x,2023-10-11,04:20:33,04:20:33
204,2,20231011042x,2023-10-11,04:20:34,04:20:34
205,1,20231011042x,2023-10-11,04:20:35,04:20:35
206,1,20231011042x,2023-10-11,04:20:36,04:20:36
207,1,20231011042x,2023-10-11,04:20:37,04:20:37
208,1,20231011042x,2023-10-11,04:20:38,04:20:38
209,2,20231011042x,2023-10-11,04:20:39,04:20:39
210,2,20231011042x,2023-10-11,04:20:40,04:20:40
211,1,20231011042x,2023-10-11,04:20:41,04:20:41
212,0,20231011042x,2023-10-11,04:20:42,04:20:42
213,2,20231011042x,2023-10-11,04:20:43,04:20:43
214,1,20231011042x,2023-10-11,04:20:44,04:20:44
215,2,20231011042x,2023-10-11,04:20:45,04:20:45
216,2,20231011042x,2023-10-11,04:20:46,04:20:46
217,0,20231011042x,2023-10-11,04:20:47,04:20:47
218,2,20231011042x,2023-10-11,04:20:48,04:20:48
219,1,20231011042x,2023-10-11,04:20:49,04:20:49
220,1,20231011042x,2023-10-11,04:20:50,04:20:50
221,1,20231011042x,2023-10-11,04:20:51,04:20:51
222,1,20231011042x,2023-10-11,04:20:52,04:20:52
223,2,20231011042x,2023-10-11,04:20:53,04:20:53
224,1,20231011042x,2023-10-11,04:20:54,04:20:54
225,2,20231011042x,2023-10-11,04:20:55,04:20:55
226,1,20231011042x,2023-10-11,04:20:56,04:20:56
227,2,20231011042x,2023-10-11,04:20:57,04:20:57
228,2,20231011042x,2023-10-11,04:20:58,04:20:58
229,0,20231011042x,2023-10-11,04:20:59,04:20:59
230,1,20231011042x,2023-10-11,04:21:00,04:21:00
231,3,20231011042x,2023-10-11,04:21:01,04:21:01
232,1,20231011042x,2023-10-11,04:21:02,04:21:02
233,1,20231011042x,2023-10-11,04:21:03,04:21:03
234,2,20231011042x,2023-10-11,04:21:04,04:21:04
235,1,20231011042x,2023-10-11,04:21:05,04:21:05
236,3,20231011042x,2023-10-11,04:21:06,04:21:06
237,0,20231011042x,2023-10-11,04:21:07,04:21:07
238,2,20231011042x,2023-10-11,04:21:08,04:21:08
239,2,20231011042x,2023-10-11,04:21:09,04:21:09
240,1,20231011042x,2023-10-11,04:21:10,04:21:10
241,1,20231011042x,2023-10-11,04:21:11,04:21:11
242,0,20231011042x,2023-10-11,04:21:12,04:21:12
243,0,20231011042x,2023-10-11,04:21:13,04:21:13
244,2,20231011042x,2023-10-11,04:21:14,04:21:14
245,1,20231011042x,2023-10-11,04:21:15,04:21:15
246,1,20231011042x,2023-10-11,04:21:16,04:21:16
247,3,20231011042x,2023-10-11,04:21:17,04:21:17
248,1,20231011042x,2023-10-11,04:21:18,04:21:18
249,0,20231011042x,2023-10-11,04:21:19,04:21:19
250,3,20231011042x,2023-10-11,04:21:20,04:21:20
251,1,20231011042x,2023-10-11,04:21:21,04:21:21
252,1,20231011042x,2023-10-11,04:21:22,04:21:22
253,1,20231011042x,2023-10-11,04:21:23,04:21:23
254,0,20231011042x,2023-10-11,04:21:24,04:21:24
255,0,20231011042x,2023-10-11,04:21:25,04:21:25
256,1,20231011042x,2023-10-11,04:21:26,04:21:26
257,1,20231011042x,2023-10-11,04:21:27,04:21:27
258,2,20231011042x,2023-10-11,04:21:28,04:21:28
259,1,20231011042x,2023-10-11,04:21:29,04:21:29
260,1,20231011042x,2023-10-11,04:21:30,04:21:30
261,1,20231011042x,2023-10-11,04:21:31,04:21:31
262,0,20231011042x,2023-10-11,04:21:32,04:21:32
263,1,20231011042x,2023-10-11,04:21:33,04:21:33
264,2,20231011042x,2023-10-11,04:21:34,04:21:34
265,1,20231011042x,2023-10-11,04:21:36,04:21:36
266,2,20231011042x,2023-10-11,04:21:37,04:21:37
267,1,20231011042x,2023-10-11,04:21:38,04:21:38
268,1,20231011042x,2023-10-11,04:21:39,04:21:39
269,1,20231011042x,2023-10-11,04:21:40,04:21:40
270,1,20231011042x,2023-10-11,04:21:41,04:21:41
271,2,20231011042x,2023-10-11,04:21:42,04:21:42
272,1,20231011042x,2023-10-11,04:21:43,04:21:43
273,1,20231011042x,2023-10-11,04:21:44,04:21:44
274,1,20231011042x,2023-10-11,04:21:45,04:21:45
275,0,20231011042x,2023-10-11,04:21:46,04:21:46
276,1,20231011042x,2023-10-11,04:21:47,04:21:47
277,2,20231011042x,2023-10-11,04:21:48,04:21:48
278,1,20231011042x,2023-10-11,04:21:49,04:21:49
279,1,20231011042x,2023-10-11,04:21:50,04:21:50
280,1,20231011042x,2023-10-11,04:21:51,04:21:51
281,3,20231011042x,2023-10-11,04:21:52,04:21:52
282,1,20231011042x,2023-10-11,04:21:53,04:21:53
283,2,20231011042x,2023-10-11,04:21:54,04:21:54
284,2,20231011042x,2023-10-11,04:21:55,04:21:55
285,2,20231011042x,2023-10-11,04:21:56,04:21:56
286,2,20231011042x,2023-10-11,04:21:57,04:21:57
287,1,20231011042x,2023-10-11,04:21:58,04:21:58
288,3,20231011042x,2023-10-11,04:21:59,04:21:59
289,0,20231011042x,2023-10-11,04:22:00,04:22:00
290,2,20231011042x,2023-10-11,04:22:01,04:22:01
291,1,20231011042x,2023-10-11,04:22:02,04:22:02
292,0,20231011042x,2023-10-11,04:22:03,04:22:03
293,2,20231011042x,2023-10-11,04:22:04,04:22:04
294,1,20231011042x,2023-10-11,04:22:05,04:22:05
295,2,20231011042x,2023-10-11,04:22:06,04:22:06
296,0,20231011042x,2023-10-11,04:22:07,04:22:07
297,2,20231011042x,2023-10-11,04:22:08,04:22:08
298,0,20231011042x,2023-10-11,04:22:09,04:22:09
299,1,20231011042x,2023-10-11,04:22:10,04:22:10
300,2,20231011042x,2023-10-11,04:22:11,04:22:11
301,2,20231011042x,2023-10-11,04:22:12,04:22:12
302,1,20231011042x,2023-10-11,04:22:13,04:22:13
303,1,20231011042x,2023-10-11,04:22:14,04:22:14
304,1,20231011042x,2023-10-11,04:22:15,04:22:15
305,2,20231011042x,2023-10-11,04:22:16,04:22:16
306,1,20231011042x,2023-10-11,04:22:17,04:22:17
307,1,20231011042x,2023-10-11,04:22:18,04:22:18
308,3,20231011042x,2023-10-11,04:22:19,04:22:19
309,1,20231011042x,2023-10-11,04:22:20,04:22:20
310,2,20231011042x,2023-10-11,04:22:21,04:22:21
311,0,20231011042x,2023-10-11,04:22:22,04:22:22
312,2,20231011042x,2023-10-11,04:22:23,04:22:23
313,1,20231011042x,2023-10-11,04:22:24,04:22:24
314,2,20231011042x,2023-10-11,04:22:25,04:22:25
315,0,20231011042x,2023-10-11,04:22:26,04:22:26
316,1,20231011042x,2023-10-11,04:22:27,04:22:27
317,3,20231011042x,2023-10-11,04:22:28,04:22:28
318,3,20231011042x,2023-10-11,04:22:29,04:22:29
319,2,20231011042x,2023-10-11,04:22:30,04:22:30
320,2,20231011042x,2023-10-11,04:22:31,04:22:31
321,0,20231011042x,2023-10-11,04:22:32,04:22:32
322,2,20231011042x,2023-10-11,04:22:33,04:22:33
323,1,20231011042x,2023-10-11,04:22:34,04:22:34
324,1,20231011042x,2023-10-11,04:22:35,04:22:35
325,2,20231011042x,2023-10-11,04:22:36,04:22:36
326,2,20231011042x,2023-10-11,04:22:37,04:22:37
327,1,20231011042x,2023-10-11,04:22:38,04:22:38
328,2,20231011042x,2023-10-11,04:22:39,04:22:39
329,3,20231011042x,2023-10-11,04:22:40,04:22:40
330,2,20231011042x,2023-10-11,04:22:41,04:22:41
331,2,20231011042x,2023-10-11,04:22:42,04:22:42
332,4,20231011042x,2023-10-11,04:22:43,04:22:43
333,1,20231011042x,2023-10-11,04:22:44,04:22:44
334,3,20231011042x,2023-10-11,04:22:45,04:22:45
335,1,20231011042x,2023-10-11,04:22:46,04:22:46
336,2,20231011042x,2023-10-11,04:22:47,04:22:47
337,3,20231011042x,2023-10-11,04:22:48,04:22:48
338,1,20231011042x,2023-10-11,04:22:49,04:22:49
339,2,20231011042x,2023-10-11,04:22:50,04:22:50
340,2,20231011042x,2023-10-11,04:22:51,04:22:51
341,1,20231011042x,2023-10-11,04:22:52,04:22:52
342,1,20231011042x,2023-10-11,04:22:53,04:22:53
343,2,20231011042x,2023-10-11,04:22:54,04:22:54
344,1,20231011042x,2023-10-11,04:22:55,04:22:55
345,1,20231011042x,2023-10-11,04:22:56,04:22:56
346,1,20231011042x,2023-10-11,04:22:57,04:22:57
347,3,20231011042x,2023-10-11,04:22:58,04:22:58
348,1,20231011042x,2023-10-11,04:22:59,04:22:59
349,3,20231011042x,2023-10-11,04:23:00,04:23:00
350,1,20231011042x,2023-10-11,04:23:01,04:23:01
351,3,20231011042x,2023-10-11,04:23:02,04:23:02
352,1,20231011042x,2023-10-11,04:23:03,04:23:03
353,1,20231011042x,2023-10-11,04:23:04,04:23:04
354,3,20231011042x,2023-10-11,04:23:05,04:23:05
355,2,20231011042x,2023-10-11,04:23:06,04:23:06
356,2,20231011042x,2023-10-11,04:23:07,04:23:07
357,1,20231011042x,2023-10-11,04:23:08,04:23:08
358,0,20231011042x,2023-10-11,04:23:09,04:23:09
359,2,20231011042x,2023-10-11,04:23:10,04:23:10
360,2,20231011042x,2023-10-11,04:23:11,04:23:11
361,2,20231011042x,2023-10-11,04:23:13,04:23:13
362,2,20231011042x,2023-10-11,04:23:14,04:23:14
363,1,20231011042x,2023-10-11,04:23:15,04:23:15
364,2,20231011042x,2023-10-11,04:23:16,04:23:16
365,2,20231011042x,2023-10-11,04:23:17,04:23:17
366,1,20231011042x,2023-10-11,04:23:18,04:23:18
367,2,20231011042x,2023-10-11,04:23:19,04:23:19
368,2,20231011042x,2023-10-11,04:23:20,04:23:20
369,2,20231011042x,2023-10-11,04:23:21,04:23:21
370,2,20231011042x,2023-10-11,04:23:22,04:23:22
371,1,20231011042x,2023-10-11,04:23:23,04:23:23
372,2,20231011042x,2023-10-11,04:23:24,04:23:24
373,2,20231011042x,2023-10-11,04:23:25,04:23:25
374,1,20231011042x,2023-10-11,04:23:26,04:23:26
375,1,20231011042x,2023-10-11,04:23:27,04:23:27
376,3,20231011042x,2023-10-11,04:23:28,04:23:28
377,1,20231011042x,2023-10-11,04:23:29,04:23:29
378,1,20231011042x,2023-10-11,04:23:30,04:23:30
379,2,20231011042x,2023-10-11,04:23:31,04:23:31
380,1,20231011042x,2023-10-11,04:23:32,04:23:32
381,2,20231011042x,2023-10-11,04:23:33,04:23:33
382,2,20231011042x,2023-10-11,04:23:34,04:23:34
383,2,20231011042x,2023-10-11,04:23:35,04:23:35
384,3,20231011042x,2023-10-11,04:23:36,04:23:36
385,1,20231011042x,2023-10-11,04:23:37,04:23:37
386,0,20231011042x,2023-10-11,04:23:38,04:23:38
387,2,20231011042x,2023-10-11,04:23:39,04:23:39
388,2,20231011042x,2023-10-11,04:23:40,04:23:40
389,1,20231011042x,2023-10-11,04:23:41,04:23:41
390,2,20231011042x,2023-10-11,04:23:42,04:23:42
391,3,20231011042x,2023-10-11,04:23:43,04:23:43
392,0,20231011042x,2023-10-11,04:23:44,04:23:44
393,2,20231011042x,2023-10-11,04:23:45,04:23:45
394,3,20231011042x,2023-10-11,04:23:46,04:23:46
395,0,20231011042x,2023-10-11,04:23:47,04:23:47
396,2,20231011042x,2023-10-11,04:23:48,04:23:48
397,1,20231011042x,2023-10-11,04:23:49,04:23:49
398,1,20231011042x,2023-10-11,04:23:50,04:23:50
399,2,20231011042x,2023-10-11,04:23:51,04:23:51
400,2,20231011042x,2023-10-11,04:23:52,04:23:52
401,0,20231011042x,2023-10-11,04:23:53,04:23:53
402,1,20231011042x,2023-10-11,04:23:54,04:23:54
403,2,20231011042x,2023-10-11,04:23:55,04:23:55
404,2,20231011042x,2023-10-11,04:23:56,04:23:56
405,2,20231011042x,2023-10-11,04:23:57,04:23:57
406,1,20231011042x,2023-10-11,04:23:58,04:23:58
407,2,20231011042x,2023-10-11,04:23:59,04:23:59
408,2,20231011042x,2023-10-11,04:24:00,04:24:00
409,2,20231011042x,2023-10-11,04:24:01,04:24:01
410,1,20231011042x,2023-10-11,04:24:02,04:24:02
411,1,20231011042x,2023-10-11,04:24:03,04:24:03
412,2,20231011042x,2023-10-11,04:24:04,04:24:04
413,2,20231011042x,2023-10-11,04:24:05,04:24:05
414,3,20231011042x,2023-10-11,04:24:06,04:24:06
415,1,20231011042x,2023-10-11,04:24:07,04:24:07
416,2,20231011042x,2023-10-11,04:24:08,04:24:08
417,1,20231011042x,2023-10-11,04:24:09,04:24:09
418,1,20231011042x,2023-10-11,04:24:10,04:24:10
419,3,20231011042x,2023-10-11,04:24:11,04:24:11
420,2,20231011042x,2023-10-11,04:24:12,04:24:12
421,2,20231011042x,2023-10-11,04:24:13,04:24:13
422,0,20231011042x,2023-10-11,04:24:14,04:24:14
423,1,20231011042x,2023-10-11,04:24:15,04:24:15
424,1,20231011042x,2023-10-11,04:24:16,04:24:16
425,2,20231011042x,2023-10-11,04:24:17,04:24:17
426,0,20231011042x,2023-10-11,04:24:18,04:24:18
427,2,20231011042x,2023-10-11,04:24:19,04:24:19
428,1,20231011042x,2023-10-11,04:24:20,04:24:20
429,3,20231011042x,2023-10-11,04:24:21,04:24:21
430,2,20231011042x,2023-10-11,04:24:22,04:24:22
431,2,20231011042x,2023-10-11,04:24:23,04:24:23
432,1,20231011042x,2023-10-11,04:24:24,04:24:24
433,1,20231011042x,2023-10-11,04:24:25,04:24:25
434,2,20231011042x,2023-10-11,04:24:26,04:24:26
435,1,20231011042x,2023-10-11,04:24:27,04:24:27
436,0,20231011042x,2023-10-11,04:24:28,04:24:28
437,2,20231011042x,2023-10-11,04:24:29,04:24:29
438,2,20231011042x,2023-10-11,04:24:30,04:24:30
439,0,20231011042x,2023-10-11,04:24:31,04:24:31
440,3,20231011042x,2023-10-11,04:24:32,04:24:32
441,1,20231011042x,2023-10-11,04:24:33,04:24:33
442,1,20231011042x,2023-10-11,04:24:34,04:24:34
443,1,20231011042x,2023-10-11,04:24:35,04:24:35
444,0,20231011042x,2023-10-11,04:24:36,04:24:36
445,1,20231011042x,2023-10-11,04:24:37,04:24:37
446,1,20231011042x,2023-10-11,04:24:38,04:24:38
447,1,20231011042x,2023-10-11,04:24:39,04:24:39
448,2,20231011042x,2023-10-11,04:24:40,04:24:40
449,1,20231011042x,2023-10-11,04:24:41,04:24:41
450,2,20231011042x,2023-10-11,04:24:42,04:24:42
451,1,20231011042x,2023-10-11,04:24:43,04:24:43
452,1,20231011042x,2023-10-11,04:24:44,04:24:44
453,2,20231011042x,2023-10-11,04:24:45,04:24:45
454,0,20231011042x,2023-10-11,04:24:46,04:24:46
455,2,20231011042x,2023-10-11,04:24:47,04:24:47
456,0,20231011042x,2023-10-11,04:24:48,04:24:49
457,2,20231011042x,2023-10-11,04:24:50,04:24:50
458,3,20231011042x,2023-10-11,04:24:51,04:24:51
459,1,20231011042x,2023-10-11,04:24:52,04:24:52
460,1,20231011042x,2023-10-11,04:24:53,04:24:53
461,1,20231011042x,2023-10-11,04:24:54,04:24:54
462,1,20231011042x,2023-10-11,04:24:55,04:24:55
463,2,20231011042x,2023-10-11,04:24:56,04:24:56
464,1,20231011042x,2023-10-11,04:24:57,04:24:57
465,1,20231011042x,2023-10-11,04:24:58,04:24:58
466,2,20231011042x,2023-10-11,04:24:59,04:24:59
467,1,20231011042x,2023-10-11,04:25:00,04:25:00
468,1,20231011042x,2023-10-11,04:25:01,04:25:01
469,2,20231011042x,2023-10-11,04:25:02,04:25:02
470,2,20231011042x,2023-10-11,04:25:03,04:25:03
471,1,20231011042x,2023-10-11,04:25:04,04:25:04
472,1,20231011042x,2023-10-11,04:25:05,04:25:05
473,2,20231011042x,2023-10-11,04:25:06,04:25:06
474,2,20231011042x,2023-10-11,04:25:07,04:25:07
475,2,20231011042x,2023-10-11,04:25:08,04:25:08
476,2,20231011042x,2023-10-11,04:25:09,04:25:09
477,0,20231011042x,2023-10-11,04:25:10,04:25:10
478,3,20231011042x,2023-10-11,04:25:11,04:25:11
479,1,20231011042x,2023-10-11,04:25:12,04:25:12
480,2,20231011042x,2023-10-11,04:25:13,04:25:13
481,1,20231011042x,2023-10-11,04:25:14,04:25:14
